,행정기관,총 인구수,배출량,1인당 배출량 (톤/일)
0,동구,226216,193.08633879781422,0.000853548550048689
1,중구,240215,218.23907103825135,0.0009085155841152773
2,서구,481174,433.3013661202186,0.0009005086852577624
3,유성구,349824,325.36448087431694,0.0009300805001209664
4,대덕구,176723,191.0792349726776,0.0010812358039003277
