year,mt,dt,day,city_code,city_do_nm,city_gn_gu_nm,dscamt,dscamt_rate,dis_co,dis_co_rate
2020,10,19,2,W1V,대전광역시,서구,11674950,3.34,7858,3.32
2020,10,20,3,W1V,대전광역시,서구,10497950,3.0,7360,3.11
2020,10,21,4,W1V,대전광역시,서구,10369250,2.96,7348,3.1
2020,10,22,5,W1V,대전광역시,서구,10164400,2.9,7097,3.0
2020,10,23,6,W1V,대전광역시,서구,9399650,2.69,6658,2.81
2020,10,24,7,W1V,대전광역시,서구,10634900,3.04,6961,2.94
2020,10,25,1,W1V,대전광역시,서구,14267600,4.08,8817,3.72
2020,10,26,2,W1V,대전광역시,서구,12034150,3.44,7718,3.26
2020,10,27,3,W1V,대전광역시,서구,10379750,2.97,7167,3.03
2020,10,28,4,W1V,대전광역시,서구,10867800,3.11,7410,3.13
2020,10,29,5,W1V,대전광역시,서구,10162200,2.9,6925,2.92
2020,10,30,6,W1V,대전광역시,서구,9940850,2.84,6738,2.84
2020,10,31,7,W1V,대전광역시,서구,10935450,3.13,7022,2.96
2020,10,1,5,W1W,대전광역시,유성구,3335428,3.39,1960,3.05
2020,10,2,6,W1W,대전광역시,유성구,3522310,3.58,2080,3.24
2020,10,3,7,W1W,대전광역시,유성구,3325241,3.38,2042,3.18
2020,10,4,1,W1W,대전광역시,유성구,3926101,3.99,2447,3.81
2020,10,5,2,W1W,대전광역시,유성구,3504051,3.56,2327,3.62
2020,10,6,3,W1W,대전광역시,유성구,3125083,3.17,2105,3.27
2020,10,7,4,W1W,대전광역시,유성구,2927340,2.97,2070,3.22
2020,10,8,5,W1W,대전광역시,유성구,2766050,2.81,1935,3.01
2020,10,9,6,W1W,대전광역시,유성구,3209650,3.26,2090,3.25
2020,10,10,7,W1W,대전광역시,유성구,3367576,3.42,2158,3.36
2020,10,11,1,W1W,대전광역시,유성구,3942386,4.0,2502,3.89
2020,10,12,2,W1W,대전광역시,유성구,3569939,3.63,2344,3.65
2020,10,13,3,W1W,대전광역시,유성구,3082886,3.13,2092,3.25
2020,10,14,4,W1W,대전광역시,유성구,2909916,2.96,2021,3.14
2020,10,15,5,W1W,대전광역시,유성구,2757948,2.8,1928,3.0
2020,10,16,6,W1W,대전광역시,유성구,2640491,2.68,1844,2.87
2020,10,17,7,W1W,대전광역시,유성구,3104898,3.15,2039,3.17
2020,10,18,1,W1W,대전광역시,유성구,3760888,3.82,2340,3.64
2020,10,19,2,W1W,대전광역시,유성구,3630124,3.69,2290,3.56
2020,10,20,3,W1W,대전광역시,유성구,2905433,2.95,1981,3.08
2020,10,21,4,W1W,대전광역시,유성구,3021861,3.07,2062,3.21
2020,10,22,5,W1W,대전광역시,유성구,2767266,2.81,1894,2.95
2020,10,23,6,W1W,대전광역시,유성구,2647569,2.69,1841,2.86
2020,10,24,7,W1W,대전광역시,유성구,2962074,3.01,1867,2.9
2020,10,25,1,W1W,대전광역시,유성구,3788620,3.85,2295,3.57
2020,10,26,2,W1W,대전광역시,유성구,3386503,3.44,2175,3.38
2020,10,27,3,W1W,대전광역시,유성구,2886797,2.93,1949,3.03
2020,10,28,4,W1W,대전광역시,유성구,3065237,3.11,2008,3.12
2020,10,29,5,W1W,대전광역시,유성구,2899381,2.94,1933,3.01
2020,10,30,6,W1W,대전광역시,유성구,2767237,2.81,1841,2.86
2020,10,31,7,W1W,대전광역시,유성구,2958781,3.0,1834,2.85
2020,10,1,5,W1X,대전광역시,대덕구,5524750,3.93,3392,3.57
2020,10,2,6,W1X,대전광역시,대덕구,4949950,3.52,3067,3.23
2020,10,3,7,W1X,대전광역시,대덕구,5007500,3.56,3252,3.42
2020,10,4,1,W1X,대전광역시,대덕구,5478400,3.9,3512,3.69
2020,10,5,2,W1X,대전광역시,대덕구,4967150,3.54,3484,3.66
2020,10,6,3,W1X,대전광역시,대덕구,4069200,2.9,2912,3.06
2020,10,7,4,W1X,대전광역시,대덕구,4049250,2.88,3007,3.16
2020,10,8,5,W1X,대전광역시,대덕구,4050600,2.88,2882,3.03
2020,10,9,6,W1X,대전광역시,대덕구,4374900,3.11,2992,3.15
2020,10,10,7,W1X,대전광역시,대덕구,4510100,3.21,2995,3.15
2020,10,11,1,W1X,대전광역시,대덕구,5428550,3.86,3489,3.67
2020,10,12,2,W1X,대전광역시,대덕구,5133850,3.65,3446,3.62
2020,10,13,3,W1X,대전광역시,대덕구,4133250,2.94,3017,3.17
2020,10,14,4,W1X,대전광역시,대덕구,3612250,2.57,2683,2.82
2020,10,15,5,W1X,대전광역시,대덕구,3982550,2.83,2882,3.03
2020,10,16,6,W1X,대전광역시,대덕구,3932800,2.8,2780,2.92
2020,10,17,7,W1X,대전광역시,대덕구,4484850,3.19,2957,3.11
2020,10,18,1,W1X,대전광역시,대덕구,5399550,3.84,3389,3.56
2020,10,19,2,W1X,대전광역시,대덕구,5040150,3.59,3392,3.57
2020,10,20,3,W1X,대전광역시,대덕구,4234550,3.01,2999,3.15
2020,10,21,4,W1X,대전광역시,대덕구,3949050,2.81,2866,3.01
2020,10,22,5,W1X,대전광역시,대덕구,4157550,2.96,2909,3.06
2020,10,23,6,W1X,대전광역시,대덕구,3710550,2.64,2668,2.81
2020,10,24,7,W1X,대전광역시,대덕구,4235500,3.01,2750,2.89
2020,10,25,1,W1X,대전광역시,대덕구,5513650,3.92,3393,3.57
2020,10,26,2,W1X,대전광역시,대덕구,5062200,3.6,3368,3.54
2020,10,27,3,W1X,대전광역시,대덕구,4179200,2.97,2974,3.13
2020,10,28,4,W1X,대전광역시,대덕구,4334550,3.09,2941,3.09
2020,10,29,5,W1X,대전광역시,대덕구,4058250,2.89,2853,3.0
2020,10,30,6,W1X,대전광역시,대덕구,4176650,2.97,2855,3.0
2020,10,31,7,W1X,대전광역시,대덕구,4751300,3.38,2982,3.14
2020,11,1,1,W1T,대전광역시,동구,3943650,3.35,2158,3.43
2020,11,2,2,W1T,대전광역시,동구,3801000,3.23,2273,3.61
2020,11,3,3,W1T,대전광역시,동구,3184100,2.7,1953,3.1
2020,11,4,4,W1T,대전광역시,동구,3052200,2.59,1876,2.98
2020,11,5,5,W1T,대전광역시,동구,3059050,2.6,1903,3.02
2020,11,6,6,W1T,대전광역시,동구,3229400,2.74,1958,3.11
2020,11,7,7,W1T,대전광역시,동구,3538550,3.0,2045,3.25
2020,11,8,1,W1T,대전광역시,동구,4245400,3.6,2263,3.6
2020,11,9,2,W1T,대전광역시,동구,3806250,3.23,2188,3.48
2020,11,10,3,W1T,대전광역시,동구,3450300,2.93,1982,3.15
2020,11,11,4,W1T,대전광역시,동구,3441000,2.92,2022,3.21
2020,11,12,5,W1T,대전광역시,동구,3329500,2.83,1984,3.15
2020,11,13,6,W1T,대전광역시,동구,3572250,3.03,1999,3.18
2020,11,14,7,W1T,대전광역시,동구,3793600,3.22,2038,3.24
2020,11,15,1,W1T,대전광역시,동구,5065650,4.3,2396,3.81
2020,11,16,2,W1T,대전광역시,동구,4109300,3.49,2232,3.55
2020,11,17,3,W1T,대전광역시,동구,3980100,3.38,2059,3.27
2020,11,18,4,W1T,대전광역시,동구,4028200,3.42,2214,3.52
2020,11,19,5,W1T,대전광역시,동구,4078700,3.46,2041,3.24
2020,11,20,6,W1T,대전광역시,동구,4151550,3.52,2135,3.39
2020,11,21,7,W1T,대전광역시,동구,4314150,3.66,2064,3.28
2020,11,22,1,W1T,대전광역시,동구,5272850,4.48,2350,3.74
2020,11,23,2,W1T,대전광역시,동구,4467750,3.79,2189,3.48
2020,11,24,3,W1T,대전광역시,동구,4056700,3.44,2098,3.33
2020,11,25,4,W1T,대전광역시,동구,3765200,3.2,1951,3.1
2020,11,26,5,W1T,대전광역시,동구,3864100,3.28,2028,3.22
2020,11,27,6,W1T,대전광역시,동구,3647200,3.1,1988,3.16
2020,11,28,7,W1T,대전광역시,동구,4139150,3.51,2004,3.19
2020,11,29,1,W1T,대전광역시,동구,5487150,4.66,2455,3.9
2020,11,30,2,W1T,대전광역시,동구,3936450,3.34,2065,3.28
2020,11,1,1,W1U,대전광역시,중구,5461800,3.47,3361,3.56
2020,11,2,2,W1U,대전광역시,중구,5226850,3.32,3501,3.71
2020,11,3,3,W1U,대전광역시,중구,3864400,2.45,2689,2.85
2020,11,4,4,W1U,대전광역시,중구,4270800,2.71,2956,3.13
2020,11,5,5,W1U,대전광역시,중구,4319900,2.74,2976,3.15
2020,11,6,6,W1U,대전광역시,중구,4183650,2.66,2814,2.98
2020,11,7,7,W1U,대전광역시,중구,4659750,2.96,3052,3.23
2020,11,8,1,W1U,대전광역시,중구,5821900,3.7,3551,3.76
2020,11,9,2,W1U,대전광역시,중구,5059400,3.21,3239,3.43
2020,11,10,3,W1U,대전광역시,중구,4255700,2.7,2838,3.0
2020,11,11,4,W1U,대전광역시,중구,4635300,2.94,3096,3.28
2020,11,12,5,W1U,대전광역시,중구,4695600,2.98,2992,3.17
2020,11,13,6,W1U,대전광역시,중구,4873050,3.1,3048,3.23
2020,11,14,7,W1U,대전광역시,중구,5500150,3.49,3120,3.3
2020,11,15,1,W1U,대전광역시,중구,6823350,4.33,3746,3.96
2020,11,16,2,W1U,대전광역시,중구,5605250,3.56,3349,3.54
2020,11,17,3,W1U,대전광역시,중구,4603900,2.92,2862,3.03
2020,11,18,4,W1U,대전광역시,중구,5316100,3.38,3292,3.48
2020,11,19,5,W1U,대전광역시,중구,5209700,3.31,3079,3.26
2020,11,20,6,W1U,대전광역시,중구,5307900,3.37,3094,3.27
2020,11,21,7,W1U,대전광역시,중구,5784900,3.67,3061,3.24
2020,11,22,1,W1U,대전광역시,중구,7377950,4.69,3683,3.9
2020,11,23,2,W1U,대전광역시,중구,5706050,3.62,3217,3.4
2020,11,24,3,W1U,대전광역시,중구,4726000,3.0,2849,3.02
2020,11,25,4,W1U,대전광역시,중구,5287400,3.36,3160,3.34
2020,11,26,5,W1U,대전광역시,중구,5143800,3.27,3049,3.23
2020,11,27,6,W1U,대전광역시,중구,5183150,3.29,2957,3.13
2020,11,28,7,W1U,대전광역시,중구,5844000,3.71,2986,3.16
2020,11,29,1,W1U,대전광역시,중구,7090700,4.5,3641,3.85
2020,11,30,2,W1U,대전광역시,중구,5588350,3.55,3230,3.42
2020,11,1,1,W1V,대전광역시,서구,13636250,3.41,8030,3.56
2020,11,2,2,W1V,대전광역시,서구,13196450,3.3,8147,3.61
2020,11,3,3,W1V,대전광역시,서구,9966200,2.49,6653,2.95
2020,11,4,4,W1V,대전광역시,서구,10644800,2.66,7038,3.12
2020,11,5,5,W1V,대전광역시,서구,10674950,2.67,6950,3.08
2020,11,6,6,W1V,대전광역시,서구,10708700,2.68,6866,3.04
2020,11,7,7,W1V,대전광역시,서구,12424000,3.11,7375,3.27
2020,11,8,1,W1V,대전광역시,서구,14666550,3.67,8519,3.77
2020,11,9,2,W1V,대전광역시,서구,12480850,3.12,7624,3.38
2020,11,10,3,W1V,대전광역시,서구,11409400,2.86,7027,3.11
2020,11,11,4,W1V,대전광역시,서구,11256000,2.82,7062,3.13
2020,11,12,5,W1V,대전광역시,서구,11392300,2.85,7017,3.11
2020,11,13,6,W1V,대전광역시,서구,11625150,2.91,7000,3.1
2020,11,14,7,W1V,대전광역시,서구,13654350,3.42,7323,3.24
2020,11,15,1,W1V,대전광역시,서구,17113350,4.28,8970,3.97
2020,11,16,2,W1V,대전광역시,서구,14101600,3.53,7876,3.49
2020,11,17,3,W1V,대전광역시,서구,12613500,3.16,7196,3.19
2020,11,18,4,W1V,대전광역시,서구,13129200,3.29,7612,3.37
2020,11,19,5,W1V,대전광역시,서구,13399650,3.35,7288,3.23
2020,11,20,6,W1V,대전광역시,서구,13599800,3.4,7379,3.27
2020,11,21,7,W1V,대전광역시,서구,15927150,3.99,7719,3.42
2020,11,22,1,W1V,대전광역시,서구,18217350,4.56,8774,3.89
2020,11,23,2,W1V,대전광역시,서구,14597400,3.65,7702,3.41
2020,11,24,3,W1V,대전광역시,서구,12824750,3.21,7068,3.13
2020,11,25,4,W1V,대전광역시,서구,13404600,3.36,7423,3.29
2020,11,26,5,W1V,대전광역시,서구,13168650,3.3,7302,3.23
2020,11,27,6,W1V,대전광역시,서구,12922000,3.23,6969,3.09
2020,11,28,7,W1V,대전광역시,서구,15012000,3.76,7458,3.3
2020,11,29,1,W1V,대전광역시,서구,17536850,4.39,8804,3.9
2020,11,30,2,W1V,대전광역시,서구,14160950,3.54,7570,3.35
2020,11,1,1,W1W,대전광역시,유성구,3560084,3.31,2064,3.46
2020,11,2,2,W1W,대전광역시,유성구,3822605,3.55,2236,3.75
2020,11,3,3,W1W,대전광역시,유성구,2746556,2.55,1835,3.08
2020,11,4,4,W1W,대전광역시,유성구,2934029,2.72,1887,3.17
2020,11,5,5,W1W,대전광역시,유성구,2902974,2.7,1883,3.16
2020,11,6,6,W1W,대전광역시,유성구,2945000,2.73,1855,3.11
2020,11,7,7,W1W,대전광역시,유성구,3292067,3.06,1909,3.2
2020,11,8,1,W1W,대전광역시,유성구,4094142,3.8,2232,3.75
2020,11,9,2,W1W,대전광역시,유성구,3525335,3.27,2105,3.53
2020,11,10,3,W1W,대전광역시,유성구,3230160,3.0,1927,3.23
2020,11,11,4,W1W,대전광역시,유성구,2760338,2.56,1654,2.78
2020,11,12,5,W1W,대전광역시,유성구,3027034,2.81,1871,3.14
2020,11,13,6,W1W,대전광역시,유성구,3147279,2.92,1865,3.13
2020,11,14,7,W1W,대전광역시,유성구,3542939,3.29,1921,3.22
2020,11,15,1,W1W,대전광역시,유성구,4551264,4.23,2276,3.82
2020,11,16,2,W1W,대전광역시,유성구,4245438,3.94,2216,3.72
2020,11,17,3,W1W,대전광역시,유성구,3480885,3.23,1962,3.29
2020,11,18,4,W1W,대전광역시,유성구,3251190,3.02,1918,3.22
2020,11,19,5,W1W,대전광역시,유성구,3377012,3.14,1855,3.11
2020,11,20,6,W1W,대전광역시,유성구,3719307,3.45,1945,3.26
2020,11,21,7,W1W,대전광역시,유성구,3914724,3.64,1950,3.27
2020,11,22,1,W1W,대전광역시,유성구,4725155,4.39,2248,3.77
2020,11,23,2,W1W,대전광역시,유성구,4115567,3.82,2138,3.59
2020,11,24,3,W1W,대전광역시,유성구,3377261,3.14,1873,3.14
2020,11,25,4,W1W,대전광역시,유성구,3463899,3.22,1902,3.19
2020,11,26,5,W1W,대전광역시,유성구,3427764,3.18,1857,3.12
2020,11,27,6,W1W,대전광역시,유성구,3650008,3.39,1852,3.11
2020,11,28,7,W1W,대전광역시,유성구,3967517,3.68,1965,3.3
2020,11,29,1,W1W,대전광역시,유성구,4841651,4.5,2313,3.88
2020,11,30,2,W1W,대전광역시,유성구,4041900,3.75,2081,3.49
2020,11,1,1,W1X,대전광역시,대덕구,5274850,3.2,3141,3.33
2020,11,2,2,W1X,대전광역시,대덕구,5577350,3.38,3550,3.77
2020,11,3,3,W1X,대전광역시,대덕구,4290050,2.6,2826,3.0
2020,11,4,4,W1X,대전광역시,대덕구,4219000,2.56,2840,3.01
2020,11,5,5,W1X,대전광역시,대덕구,4439300,2.69,2921,3.1
2020,11,6,6,W1X,대전광역시,대덕구,4129500,2.5,2739,2.91
2020,11,7,7,W1X,대전광역시,대덕구,4887250,2.96,3005,3.19
2020,11,8,1,W1X,대전광역시,대덕구,6137750,3.72,3391,3.6
2020,11,9,2,W1X,대전광역시,대덕구,5620100,3.41,3419,3.63
2020,11,10,3,W1X,대전광역시,대덕구,4624250,2.8,2959,3.14
2020,11,11,4,W1X,대전광역시,대덕구,4550000,2.76,2924,3.1
2020,11,12,5,W1X,대전광역시,대덕구,4760350,2.89,2990,3.17
2020,11,13,6,W1X,대전광역시,대덕구,4892750,2.97,2920,3.1
2020,11,14,7,W1X,대전광역시,대덕구,5623600,3.41,3130,3.32
2020,11,15,1,W1X,대전광역시,대덕구,7118650,4.32,3657,3.88
2020,11,16,2,W1X,대전광역시,대덕구,6384300,3.87,3567,3.79
2020,11,17,3,W1X,대전광역시,대덕구,5141900,3.12,3045,3.23
2020,11,18,4,W1X,대전광역시,대덕구,5298300,3.21,3141,3.33
2020,11,19,5,W1X,대전광역시,대덕구,5616800,3.41,3053,3.24
2020,11,20,6,W1X,대전광역시,대덕구,5667650,3.44,3065,3.25
2020,11,21,7,W1X,대전광역시,대덕구,6532450,3.96,3148,3.34
2020,11,22,1,W1X,대전광역시,대덕구,7374850,4.47,3516,3.73
2020,11,23,2,W1X,대전광역시,대덕구,6652250,4.03,3529,3.75
2020,11,24,3,W1X,대전광역시,대덕구,5450500,3.3,3021,3.21
2020,11,25,4,W1X,대전광역시,대덕구,5025450,3.05,2943,3.12
2020,11,26,5,W1X,대전광역시,대덕구,5264700,3.19,3001,3.18
2020,11,27,6,W1X,대전광역시,대덕구,5127150,3.11,2848,3.02
2020,11,28,7,W1X,대전광역시,대덕구,6121200,3.71,3074,3.26
2020,11,29,1,W1X,대전광역시,대덕구,7019150,4.26,3450,3.66
2020,11,30,2,W1X,대전광역시,대덕구,6118750,3.71,3410,3.62
2020,12,1,3,W1T,대전광역시,동구,3578400,3.33,1972,3.29
2020,12,2,4,W1T,대전광역시,동구,3480650,3.24,1969,3.28
2020,12,3,5,W1T,대전광역시,동구,3449950,3.21,1855,3.09
2020,12,4,6,W1T,대전광역시,동구,3397750,3.17,1908,3.18
2020,12,5,7,W1T,대전광역시,동구,3675700,3.42,1920,3.2
2020,12,6,1,W1T,대전광역시,동구,4754150,4.43,2356,3.93
2020,12,7,2,W1T,대전광역시,동구,3883350,3.62,2094,3.49
2020,12,8,3,W1T,대전광역시,동구,3247550,3.03,1865,3.11
2020,12,9,4,W1T,대전광역시,동구,3401450,3.17,1908,3.18
2020,12,10,5,W1T,대전광역시,동구,3227900,3.01,1868,3.12
2020,12,11,6,W1T,대전광역시,동구,3234450,3.01,1899,3.17
2020,12,12,7,W1T,대전광역시,동구,3532350,3.29,1946,3.25
2020,12,13,1,W1T,대전광역시,동구,4154150,3.87,2149,3.58
2020,12,14,2,W1T,대전광역시,동구,3507700,3.27,2009,3.35
2020,12,15,3,W1T,대전광역시,동구,3189800,2.97,1835,3.06
2020,12,16,4,W1T,대전광역시,동구,2963100,2.76,1757,2.93
2020,12,17,5,W1T,대전광역시,동구,3054900,2.85,1801,3.0
2020,12,18,6,W1T,대전광역시,동구,2895850,2.7,1728,2.88
2020,12,19,7,W1T,대전광역시,동구,3095000,2.88,1741,2.9
2020,12,20,1,W1T,대전광역시,동구,4334800,4.04,2201,3.67
2020,12,21,2,W1T,대전광역시,동구,3588300,3.34,2011,3.35
2020,12,22,3,W1T,대전광역시,동구,3085750,2.88,1833,3.06
2020,12,23,4,W1T,대전광역시,동구,2905900,2.71,1799,3.0
2020,12,24,5,W1T,대전광역시,동구,3008950,2.8,1820,3.04
2020,12,25,6,W1T,대전광역시,동구,3462900,3.23,1877,3.13
2020,12,26,7,W1T,대전광역시,동구,3789950,3.53,2044,3.41
2020,12,27,1,W1T,대전광역시,동구,4355100,4.06,2255,3.76
2020,12,28,2,W1T,대전광역시,동구,3890950,3.63,2168,3.62
2020,12,29,3,W1T,대전광역시,동구,3055500,2.85,1786,2.98
2020,12,30,4,W1T,대전광역시,동구,2805650,2.61,1665,2.78
2020,12,31,5,W1T,대전광역시,동구,3320550,3.09,1920,3.2
2020,12,1,3,W1U,대전광역시,중구,4865650,3.34,2869,3.16
2020,12,2,4,W1U,대전광역시,중구,4740900,3.25,2949,3.25
2020,12,3,5,W1U,대전광역시,중구,4573950,3.14,2908,3.21
2020,12,4,6,W1U,대전광역시,중구,4387600,3.01,2782,3.07
2020,12,5,7,W1U,대전광역시,중구,5147200,3.53,2994,3.3
2020,12,6,1,W1U,대전광역시,중구,6576950,4.51,3643,4.02
2020,12,7,2,W1U,대전광역시,중구,5232300,3.59,3088,3.4
2020,12,8,3,W1U,대전광역시,중구,4126250,2.83,2735,3.01
2020,12,9,4,W1U,대전광역시,중구,4440800,3.05,2928,3.23
2020,12,10,5,W1U,대전광역시,중구,4379800,3.01,2932,3.23
2020,12,11,6,W1U,대전광역시,중구,4217200,2.89,2821,3.11
2020,12,12,7,W1U,대전광역시,중구,5192900,3.56,3035,3.35
2020,12,13,1,W1U,대전광역시,중구,6059550,4.16,3341,3.68
2020,12,14,2,W1U,대전광역시,중구,4700500,3.23,2960,3.26
2020,12,15,3,W1U,대전광역시,중구,3840400,2.64,2557,2.82
2020,12,16,4,W1U,대전광역시,중구,4357650,2.99,2840,3.13
2020,12,17,5,W1U,대전광역시,중구,4059100,2.79,2721,3.0
2020,12,18,6,W1U,대전광역시,중구,4071800,2.79,2689,2.96
2020,12,19,7,W1U,대전광역시,중구,4436800,3.04,2743,3.02
2020,12,20,1,W1U,대전광역시,중구,5923700,4.07,3375,3.72
2020,12,21,2,W1U,대전광역시,중구,4805900,3.3,2993,3.3
2020,12,22,3,W1U,대전광역시,중구,4108950,2.82,2659,2.93
2020,12,23,4,W1U,대전광역시,중구,4351600,2.99,2840,3.13
2020,12,24,5,W1U,대전광역시,중구,4043100,2.77,2765,3.05
2020,12,25,6,W1U,대전광역시,중구,4379650,3.01,2751,3.03
2020,12,26,7,W1U,대전광역시,중구,5153150,3.54,3038,3.35
2020,12,27,1,W1U,대전광역시,중구,6246050,4.29,3548,3.91
2020,12,28,2,W1U,대전광역시,중구,5285700,3.63,3183,3.51
2020,12,29,3,W1U,대전광역시,중구,3770300,2.59,2563,2.83
2020,12,30,4,W1U,대전광역시,중구,3738250,2.57,2583,2.85
2020,12,31,5,W1U,대전광역시,중구,4505300,3.09,2886,3.18
2020,12,1,3,W1V,대전광역시,서구,11862700,3.19,6874,3.13
2020,12,2,4,W1V,대전광역시,서구,12317050,3.31,7172,3.26
2020,12,3,5,W1V,대전광역시,서구,11006450,2.96,6656,3.03
2020,12,4,6,W1V,대전광역시,서구,11438100,3.07,6772,3.08
2020,12,5,7,W1V,대전광역시,서구,13619750,3.66,7265,3.31
2020,12,6,1,W1V,대전광역시,서구,16646000,4.47,8773,3.99
2020,12,7,2,W1V,대전광역시,서구,12854700,3.45,7421,3.38
2020,12,8,3,W1V,대전광역시,서구,10980450,2.95,6652,3.03
2020,12,9,4,W1V,대전광역시,서구,11833100,3.18,7237,3.29
2020,12,10,5,W1V,대전광역시,서구,10969950,2.95,6853,3.12
2020,12,11,6,W1V,대전광역시,서구,10962500,2.95,6799,3.09
2020,12,12,7,W1V,대전광역시,서구,12487650,3.36,7206,3.28
2020,12,13,1,W1V,대전광역시,서구,15362000,4.13,8333,3.79
2020,12,14,2,W1V,대전광역시,서구,12047700,3.24,7088,3.23
2020,12,15,3,W1V,대전광역시,서구,10470000,2.81,6361,2.9
2020,12,16,4,W1V,대전광역시,서구,11015600,2.96,6859,3.12
2020,12,17,5,W1V,대전광역시,서구,10278100,2.76,6515,2.97
2020,12,18,6,W1V,대전광역시,서구,10003250,2.69,6328,2.88
2020,12,19,7,W1V,대전광역시,서구,11590100,3.11,6714,3.06
2020,12,20,1,W1V,대전광역시,서구,15071250,4.05,8295,3.78
2020,12,21,2,W1V,대전광역시,서구,11863800,3.19,6979,3.18
2020,12,22,3,W1V,대전광역시,서구,10565500,2.84,6525,2.97
2020,12,23,4,W1V,대전광역시,서구,11189500,3.01,7004,3.19
2020,12,24,5,W1V,대전광역시,서구,10208550,2.74,6496,2.96
2020,12,25,6,W1V,대전광역시,서구,12187950,3.28,7101,3.23
2020,12,26,7,W1V,대전광역시,서구,12876250,3.46,7398,3.37
2020,12,27,1,W1V,대전광역시,서구,15622700,4.2,8602,3.92
2020,12,28,2,W1V,대전광역시,서구,12709400,3.42,7522,3.42
2020,12,29,3,W1V,대전광역시,서구,10437650,2.8,6467,2.94
2020,12,30,4,W1V,대전광역시,서구,10333250,2.78,6451,2.94
2020,12,31,5,W1V,대전광역시,서구,11322550,3.04,6982,3.18
2020,12,1,3,W1W,대전광역시,유성구,3180844,3.08,1809,3.06
2020,12,2,4,W1W,대전광역시,유성구,3514424,3.4,1967,3.32
2020,12,3,5,W1W,대전광역시,유성구,2949595,2.85,1764,2.98
2020,12,4,6,W1W,대전광역시,유성구,3198289,3.09,1839,3.11
2020,12,5,7,W1W,대전광역시,유성구,3731579,3.61,1957,3.31
2020,12,6,1,W1W,대전광역시,유성구,4531672,4.38,2280,3.85
2020,12,7,2,W1W,대전광역시,유성구,3815014,3.69,2096,3.54
2020,12,8,3,W1W,대전광역시,유성구,3099977,3.0,1845,3.12
2020,12,9,4,W1W,대전광역시,유성구,3258248,3.15,1939,3.28
2020,12,10,5,W1W,대전광역시,유성구,3201439,3.1,1871,3.16
2020,12,11,6,W1W,대전광역시,유성구,3062065,2.96,1828,3.09
2020,12,12,7,W1W,대전광역시,유성구,3451083,3.34,1965,3.32
2020,12,13,1,W1W,대전광역시,유성구,3860767,3.73,2076,3.51
2020,12,14,2,W1W,대전광역시,유성구,3773450,3.65,2132,3.6
2020,12,15,3,W1W,대전광역시,유성구,2825810,2.73,1711,2.89
2020,12,16,4,W1W,대전광역시,유성구,2953439,2.86,1787,3.02
2020,12,17,5,W1W,대전광역시,유성구,2833639,2.74,1729,2.92
2020,12,18,6,W1W,대전광역시,유성구,2804073,2.71,1666,2.82
2020,12,19,7,W1W,대전광역시,유성구,3159671,3.06,1813,3.06
2020,12,20,1,W1W,대전광역시,유성구,3997543,3.87,2116,3.58
2020,12,21,2,W1W,대전광역시,유성구,3734751,3.61,2032,3.43
2020,12,22,3,W1W,대전광역시,유성구,2939158,2.84,1806,3.05
2020,12,23,4,W1W,대전광역시,유성구,3183310,3.08,1883,3.18
2020,12,24,5,W1W,대전광역시,유성구,2739753,2.65,1741,2.94
2020,12,25,6,W1W,대전광역시,유성구,3273210,3.17,1844,3.12
2020,12,26,7,W1W,대전광역시,유성구,3552968,3.44,2015,3.41
2020,12,27,1,W1W,대전광역시,유성구,4057285,3.92,2184,3.69
2020,12,28,2,W1W,대전광역시,유성구,3908616,3.78,2166,3.66
2020,12,29,3,W1W,대전광역시,유성구,2910245,2.81,1775,3.0
2020,12,30,4,W1W,대전광역시,유성구,2782472,2.69,1695,2.87
2020,12,31,5,W1W,대전광역시,유성구,3121256,3.02,1830,3.09
2020,12,1,3,W1X,대전광역시,대덕구,4732900,3.11,2832,3.12
2020,12,2,4,W1X,대전광역시,대덕구,4750300,3.13,2893,3.19
2020,12,3,5,W1X,대전광역시,대덕구,4742800,3.12,2810,3.1
2020,12,4,6,W1X,대전광역시,대덕구,4497950,2.96,2774,3.06
2020,12,5,7,W1X,대전광역시,대덕구,5340550,3.51,2912,3.21
2020,12,6,1,W1X,대전광역시,대덕구,6640650,4.37,3457,3.81
2020,12,7,2,W1X,대전광역시,대덕구,5496700,3.62,3219,3.55
2020,12,8,3,W1X,대전광역시,대덕구,4595800,3.02,2859,3.15
2020,12,9,4,W1X,대전광역시,대덕구,4453250,2.93,2816,3.11
2020,12,10,5,W1X,대전광역시,대덕구,4605050,3.03,2859,3.15
2020,12,11,6,W1X,대전광역시,대덕구,4367200,2.87,2737,3.02
2020,12,12,7,W1X,대전광역시,대덕구,4934350,3.25,2945,3.25
2020,12,13,1,W1X,대전광역시,대덕구,6146850,4.04,3244,3.58
2020,12,14,2,W1X,대전광역시,대덕구,5233000,3.44,3059,3.37
2020,12,15,3,W1X,대전광역시,대덕구,4309200,2.84,2701,2.98
2020,12,16,4,W1X,대전광역시,대덕구,4117250,2.71,2582,2.85
2020,12,17,5,W1X,대전광역시,대덕구,4290200,2.82,2702,2.98
2020,12,18,6,W1X,대전광역시,대덕구,4222700,2.78,2725,3.01
2020,12,19,7,W1X,대전광역시,대덕구,4670700,3.07,2740,3.02
2020,12,20,1,W1X,대전광역시,대덕구,5933050,3.9,3375,3.72
